Id,duration
1,2.44046407754968
2,8.46836446696808
3,2.91168292269322
4,5.86043487766984
5,5.3892160325263
6,7.03400319285403
7,5.04839366684746
8,5.78040547092087
9,6.12122783659971
10,6.87939943020398
11,5.54927484602423
12,8.02680795585731
13,3.61403239273386
14,5.07805600088069
15,2.91168292269322
16,5.30918662577733
17,2.31006759808497
18,5.43958310524249
19,4.52680774898818
20,6.33165372281384
21,3.09244647487412
22,3.61403239273386
23,4.24531005137534
24,3.04207940215838
25,5.59964191874043
26,4.1356183105936
27,3.22284295433928
28,6.59244668174326
29,4.00522183112844
30,4.03488416516167
31,3.93415001972973
32,6.59244668174326
33,3.30287236108825
34,4.86763011466701
35,3.17247588162309
36,3.4836359132687
37,4.1356183105936
38,3.09244647487412
39,5.51961251199146
40,7.34516322449963
41,5.91080195038604
42,6.51241727499429
43,3.4836359132687
44,7.13473733828596
45,4.42607360355624
46,4.76689596923508
47,3.56366532001767
48,4.26601479005831
49,5.83973013898688
50,4.94765952141553
51,3.09244647487412
52,4.26601479005831
53,3.61403239273386
54,3.90448768569651
55,4.03488416516167
56,4.21564771734211
57,4.65720422845288
58,3.22284295433928
59,8.10683736260628
60,5.33884895981056
61,4.52680774898818
62,7.2947961517839
63,4.00522183112844
64,3.22284295433928
65,5.30918662577733
66,3.17247588162309
67,7.34516322449963
68,6.95397378610506
69,4.26601479005831
70,2.44046407754968
71,9.3569325400366
72,2.31006759808497
73,1.52768872129536
74,3.30287236108825
75,3.87482535166373
76,4.50610301030521
77,6.22196198203164
78,3.43326884055296
79,5.33884895981056
80,4.94765952141553
81,4.34604419680728
82,3.61403239273386
83,3.43326884055296
84,5.30918662577733
85,4.47644067627198
86,5.59964191874043
87,3.51329824730193
88,4.39641126952301
89,5.83973013898688
90,5.04839366684746
91,2.44046407754968
92,7.13473733828596
93,2.70125703647955
94,4.52680774898818
95,7.86674914235937
96,3.30287236108825
97,6.95397378610506
98,4.00522183112844
99,3.61403239273386
100,3.7740912062318
101,5.46924543927527
102,4.03488416516167
103,4.37570653084005
104,3.17247588162309
105,3.7740912062318
106,4.76689596923508
107,3.61403239273386
108,4.81726304195082
109,4.03488416516167
110,2.91168292269322
111,5.91080195038604
112,8.32361322448154
113,3.09244647487412
114,4.94765952141553
115,5.83973013898688
116,7.08437026557022
117,5.23811481437863
118,3.22284295433928
119,4.52680774898818
120,4.39641126952301
121,3.22284295433928
122,3.09244647487412
123,3.30287236108825
124,3.5933276540509
125,3.22284295433928
126,5.25881955306159
127,3.74442887219857
128,3.82445827894754
129,3.61403239273386
130,6.22196198203164
131,4.39641126952301
132,3.61403239273386
133,4.63649948976992
134,5.8100678049541
135,7.6059561834295
136,4.55647008302095
137,3.61403239273386
138,5.43958310524249
139,3.64369472676664
140,4.00522183112844
141,5.70037606417236
142,4.1356183105936
143,3.04207940215838
144,4.1356183105936
145,4.65720422845288
146,3.61403239273386
147,5.67967132548894
148,6.04119842985074
149,2.91168292269322
150,10.7300745229159
151,9.6473878329997
152,3.61403239273386
153,6.09702055341437
154,5.30918662577733
155,4.26601479005831
156,6.20125724334868
157,3.22284295433928
158,9.9980627188425
159,2.96204999540942
160,3.74442887219857
161,6.95397378610506
162,5.0276889281645
163,3.61403239273386
164,3.61403239273386
165,6.95397378610506
166,5.3892160325263
167,3.61403239273386
168,3.64369472676664
169,6.59244668174326
170,3.74442887219857
171,5.07805600088069
172,3.04207940215838
173,4.94765952141553
174,4.37570653084005
175,5.5699795847072
176,6.64281375445945
177,2.96204999540942
178,3.7740912062318
179,3.17247588162309
180,2.44046407754968
181,3.17247588162309
182,3.22284295433928
183,2.31006759808497
184,3.22284295433928
185,8.32361322448154
186,2.57086055701484
187,7.08437026557022
188,4.21564771734211
189,3.82445827894754
190,4.16528064462637
191,2.70125703647955
192,2.70125703647955
193,3.4836359132687
194,3.22284295433928
195,2.44046407754968
196,3.43326884055296
197,10.6643998791883
198,3.90448768569651
199,4.91799718738275
200,7.00434085882125
